,index,zipcode,Category,installs_per_100,100_hhs,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
5377,5377,94585,Medium,0.430511094,90.59,39,Suisun City,CA,Zip Code Area,94585,Zip Matches ZCTA,28263,112.41,251.44,9059,3.23,82.2,94585,82276,83.2,79221,13.9,19314,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5378,5378,53149,Low,0.026863667,74.45,2,Mukwonago,WI,Zip Code Area,53149,Zip Matches ZCTA,19057,58.78,324.21,7445,2.61,86.0,53149,91745,82.4,92075,29.4,10105,7,4,0,0,0.0,0.0,0.0,0.12,0.08,0.15,0.0,0.0,0.0,MISO
5379,5379,25404,Low,0.035244361,85.12,3,Martinsburg,WV,Zip Code Area,25404,Zip Matches ZCTA,19551,40.02,488.53,8512,2.65,78.8,25404,64519,77.2,62564,16.4,12401,1,0,0,0,0.0,0.0,0.0,0.1,0.07,0.11,0.0,0.0,0.0,PJM
5380,5380,91734,Low,0.011983223,83.45,1,El Monte,CA,Post Office or large volume customer,91731,Spatial join to ZCTA,29591,3.82,7756.49,8345,3.58,62.0,91731,48337,77.3,50240,7.6,10526,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5381,5381,17050,Low,0.096438658,145.17,14,Mechanicsburg,PA,Zip Code Area,17050,Zip Matches ZCTA,32815,32.09,1022.53,14517,2.46,83.3,17050,101143,78.1,102940,35.7,9989,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0,PJM
5382,5382,3826,Low,0.095238095,10.5,1,East Hampstead,NH,Zip Code Area,3826,Zip Matches ZCTA,2470,2.84,868.5,1050,2.14,70.0,3826,88402,84.6,91504,32.7,5193,4,4,0,0,0.0,0.0,0.0,0.12,0.14,0.12,0.0,0.0,0.0,New England
5383,5383,96754,High,4.255319149,11.28,48,Kilauea,HI,Zip Code Area,96754,Zip Matches ZCTA,4084,41.47,98.48,1128,3.07,97.5,96754,90628,75.3,94831,30.1,26120,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.3,0.34,Hawaii
5384,5384,8520,Low,0.17594018,90.94,16,Hightstown,NJ,Zip Code Area,8520,Zip Matches ZCTA,27869,17.63,1580.77,9094,2.95,73.3,8520,107219,83.7,108411,26.5,20799,10,4,0,0,0.0,0.0,0.0,0.08,0.05,0.09,0.0,0.0,0.0,PJM
5385,5385,12776,Medium,0.538213132,9.29,5,Roscoe,NY,Zip Code Area,12776,Zip Matches ZCTA,2180,109.67,19.88,929,2.4,86.1,12776,81084,69.1,86792,20.3,21620,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
5386,5386,93619,High,5.771654961,111.06,641,Clovis,CA,Zip Code Area,93619,Zip Matches ZCTA,28965,178.4,162.36,11106,2.96,96.1,93619,131022,86.1,126884,37.1,16385,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5387,5387,33914,Low,0.007051192,141.82,1,Cape Coral,FL,Zip Code Area,33914,Zip Matches ZCTA,35848,22.22,1613.47,14182,2.6,82.9,33914,75980,73.2,71345,25.3,22611,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,Southeast
5388,5388,52317,Low,0.01396453,71.61,1,North Liberty,IA,Zip Code Area,52317,Zip Matches ZCTA,14775,34.7,425.84,7161,2.57,70.4,52317,90800,92.3,88356,24.2,13188,7,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.12,0.09,0.12,MISO
5389,5389,19565,Low,0.029291154,34.14,1,Wernersville,PA,Zip Code Area,19565,Zip Matches ZCTA,8531,19.09,446.79,3414,2.53,78.9,19565,79511,74.4,78973,29.6,15221,7,3,0,0,0.0,0.0,0.0,0.06,0.04,0.09,0.0,0.0,0.0,PJM
5390,5390,10566,Low,0.119825708,91.8,11,Peekskill,NY,Zip Code Area,10566,Zip Matches ZCTA,23570,4.37,5391.13,9180,2.59,42.1,10566,80402,77.8,85795,17.0,7961,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
5391,5391,12192,Low,0.14619883,6.84,1,West Coxsackie,NY,Zip Code Area,12192,Zip Matches ZCTA,1722,17.17,100.32,684,2.94,74.7,12192,89741,65.5,63117,22.7,7388,14,6,0,0,0.0,0.0,0.0,0.08,0.06,0.13,0.0,0.0,0.0,NYISO
5392,5392,46571,Low,0.073367572,13.63,1,Topeka,IN,Zip Code Area,46571,Zip Matches ZCTA,5532,43.13,128.27,1363,3.89,85.8,46571,72911,92.7,72751,22.2,5256,8,3,0,0,0.0,0.0,0.0,0.12,0.07,0.13,0.11,0.1,0.13,MISO
5393,5393,2176,Medium,0.658761528,113.85,75,Melrose,MA,Zip Code Area,2176,Zip Matches ZCTA,26983,4.68,5766.83,11385,2.41,57.8,2176,110964,81.4,116628,32.0,11709,18,4,0,0,0.0,0.0,0.0,0.11,0.1,0.15,0.16,0.15,0.16,New England
5394,5394,25442,Medium,0.296296296,6.75,2,Shenandoah Junction,WV,Zip Code Area,25442,Zip Matches ZCTA,1925,14.21,135.47,675,2.59,84.0,25442,79496,76.6,86062,16.1,2042,1,0,0,0,0.0,0.0,0.0,0.1,0.07,0.11,0.0,0.0,0.0,PJM
5395,5395,12309,Low,0.121099208,107.35,13,Schenectady,NY,Zip Code Area,12309,Zip Matches ZCTA,29343,16.57,1771.28,10735,2.76,82.9,12309,112936,77.8,112248,38.4,15367,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
5396,5396,55001,Medium,0.346320346,11.55,4,Afton,MN,Zip Code Area,55001,Zip Matches ZCTA,2916,26.36,110.64,1155,2.57,99.5,55001,124524,81.7,117449,47.1,22066,32,3,0,0,0.0,0.0,0.0,0.1,0.08,0.13,0.0,0.0,0.0,MISO
5397,5397,20670,Medium,0.247524752,4.04,1,Patuxent River,MD,Zip Code Area,20670,Zip Matches ZCTA,1014,9.43,107.54,404,3.26,80.2,20670,69030,100.0,65871,8.7,8220,7,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.09,PJM
5398,5398,33637,Low,0.016236402,61.59,1,Tampa,FL,Zip Code Area,33637,Zip Matches ZCTA,15351,7.77,1976.95,6159,2.53,47.1,33637,58051,86.5,57324,11.6,12422,5,2,0,0,0.0,0.0,0.0,0.1,0.08,0.11,0.0,0.0,0.0,Southeast
5399,5399,13167,Low,0.084817642,11.79,1,West Monroe,NY,Zip Code Area,13167,Zip Matches ZCTA,3342,34.13,97.93,1179,2.56,70.1,13167,61423,74.1,63897,20.1,6874,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
5400,5400,92081,Medium,0.866126906,106.22,92,Vista,CA,Zip Code Area,92081,Zip Matches ZCTA,27404,8.86,3094.75,10622,2.64,62.6,92081,73261,73.1,79744,20.8,17383,22,2,0,0,0.0,0.0,0.0,0.14,0.11,0.15,0.0,0.0,0.0,CAISO
5401,5401,12304,Low,0.035054919,85.58,3,Schenectady,NY,Zip Code Area,12304,Zip Matches ZCTA,21482,6.82,3151.24,8558,2.71,65.7,12304,61350,77.9,59591,21.8,7236,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
5402,5402,21801,Low,0.075230393,106.34,8,Salisbury,MD,Zip Code Area,21801,Zip Matches ZCTA,29961,42.34,707.68,10634,2.55,74.6,21801,74078,76.5,76495,18.6,16982,7,4,0,0,0.0,0.0,0.0,0.08,0.03,0.1,0.13,0.1,0.14,PJM
5403,5403,48176,Low,0.036787247,81.55,3,Saline,MI,Zip Code Area,48176,Zip Matches ZCTA,21447,74.31,288.6,8155,2.7,84.3,48176,113588,82.1,118457,35.6,9279,8,2,0,0,0.0,0.0,0.0,0.06,0.04,0.11,0.0,0.0,0.0,MISO
5404,5404,2766,Low,0.126582278,63.2,8,Norton,MA,Zip Code Area,2766,Zip Matches ZCTA,19031,27.81,684.27,6320,2.74,81.6,2766,106326,85.7,105768,19.8,13792,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.15,0.13,0.14,New England
5405,5405,12866,Low,0.141086983,163.02,23,Saratoga Springs,NY,Zip Code Area,12866,Zip Matches ZCTA,36915,67.02,550.83,16302,2.18,59.5,12866,102120,77.7,102476,32.5,22235,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
5406,5406,76309,Low,0.07643799,52.33,4,Wichita Falls,TX,Zip Code Area,76309,Zip Matches ZCTA,13862,5.57,2486.9,5233,2.47,82.9,76309,65501,77.2,68374,17.7,9580,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
5407,5407,91767,Medium,0.257935086,139.57,36,Pomona,CA,Zip Code Area,91767,Zip Matches ZCTA,48068,5.62,8551.5,13957,3.48,65.8,91767,65230,81.4,65266,11.1,12294,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5408,5408,1440,Medium,0.206938527,82.15,17,Gardner,MA,Zip Code Area,1440,Zip Matches ZCTA,20347,24.04,846.31,8215,2.33,50.0,1440,59071,75.3,60186,18.1,12510,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
5409,5409,92345,Medium,0.717090661,234.28,168,Hesperia,CA,Zip Code Area,92345,Zip Matches ZCTA,78715,82.02,959.67,23428,3.46,82.4,92345,55665,73.5,58415,7.9,17119,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5410,5410,5671,Low,0.096385542,20.75,2,Waterbury,VT,Post Office or large volume customer,5676,Spatial join to ZCTA,4984,101.54,49.09,2075,2.26,66.6,5676,80834,82.5,84447,29.3,8662,4,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,New England
5411,5411,95436,High,2.181400689,26.13,57,Forestville,CA,Zip Code Area,95436,Zip Matches ZCTA,5418,22.98,235.78,2613,2.25,89.2,95436,77644,72.5,71352,28.9,40730,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5412,5412,85021,Medium,0.356528936,157.07,56,Phoenix,AZ,Zip Code Area,85021,Zip Matches ZCTA,37743,6.73,5611.51,15707,2.53,43.5,85021,61961,75.3,61677,15.3,35791,7,1,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.09,0.06,0.12,Southwest
5413,5413,8853,Medium,0.942350333,18.04,17,Neshanic Station,NJ,Zip Code Area,8853,Zip Matches ZCTA,5247,10.78,486.78,1804,2.91,77.4,8853,150163,86.0,150688,41.0,21873,10,4,0,0,0.0,0.0,0.0,0.08,0.05,0.09,0.0,0.0,0.0,PJM
5414,5414,97132,Low,0.088897669,101.24,9,Newberg,OR,Zip Code Area,97132,Zip Matches ZCTA,28278,62.41,453.07,10124,2.74,74.6,97132,74492,78.6,71783,24.5,18266,22,6,0,0,0.0,0.0,0.0,0.06,0.04,0.06,0.0,0.0,0.0,Northwest
5415,5415,90623,High,1.017964072,50.1,51,La Palma,CA,Zip Code Area,90623,Zip Matches ZCTA,15554,1.82,8569.7,5010,3.16,76.1,90623,106400,79.5,102666,31.1,20902,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5416,5416,47401,Medium,0.684892086,173.75,119,Bloomington,IN,Zip Code Area,47401,Zip Matches ZCTA,41011,82.93,494.53,17375,2.29,62.6,47401,81053,80.9,77099,30.3,22627,8,3,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.13,0.09,0.16,MISO
5417,5417,18615,Low,0.142045455,7.04,1,Falls,PA,Zip Code Area,18615,Zip Matches ZCTA,1867,18.32,101.89,704,2.65,89.2,18615,71461,73.0,73504,25.0,8177,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.1,0.0,0.0,0.0,PJM
5418,5418,18067,Low,0.094850949,73.8,7,Northampton,PA,Zip Code Area,18067,Zip Matches ZCTA,17852,24.93,716.17,7380,2.49,84.2,18067,74328,75.3,75812,23.7,11731,7,3,0,0,0.0,0.0,0.0,0.06,0.04,0.09,0.0,0.0,0.0,PJM
5419,5419,78840,Low,0.006716368,148.89,1,Del Rio,TX,Zip Code Area,78840,Zip Matches ZCTA,48149,951.46,50.61,14889,3.15,74.7,78840,59412,77.9,61922,10.0,6210,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.13,ERCOT
5420,5420,10941,Low,0.042301184,47.28,2,Middletown,NY,Zip Code Area,10941,Zip Matches ZCTA,13779,32.03,430.23,4728,2.79,65.8,10941,80032,81.7,82084,17.8,10623,14,6,0,0,0.0,0.0,0.0,0.09,0.06,0.14,0.0,0.0,0.0,NYISO
5421,5421,5455,Medium,0.961538462,4.16,4,Fairfield,VT,Zip Code Area,5455,Zip Matches ZCTA,1080,33.32,32.41,416,2.73,85.3,5455,95474,89.4,92558,22.4,22892,4,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.16,0.11,0.19,New England
5422,5422,8723,Medium,0.920221477,128.23,118,Brick,NJ,Zip Code Area,8723,Zip Matches ZCTA,31641,12.07,2621.24,12823,2.49,86.7,8723,80084,74.4,83277,21.6,12768,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
5423,5423,17331,Low,0.044367759,202.85,9,Hanover,PA,Zip Code Area,17331,Zip Matches ZCTA,50292,75.8,663.47,20285,2.49,83.4,17331,70628,77.9,71698,24.3,8575,7,3,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.11,0.08,0.12,PJM
5424,5424,20841,Medium,0.744248985,29.56,22,Boyds,MD,Zip Code Area,20841,Zip Matches ZCTA,10460,25.99,402.49,2956,3.56,95.8,20841,162898,91.7,158334,39.4,12223,7,4,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.0,0.0,0.0,PJM
5425,5425,5075,High,1.50862069,4.64,7,Thetford Center,VT,Zip Code Area,5075,Zip Matches ZCTA,1113,25.64,43.41,464,2.51,95.3,5075,98266,88.1,93245,41.8,15604,4,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,New England
5426,5426,10920,Low,0.101763908,29.48,3,Congers,NY,Zip Code Area,10920,Zip Matches ZCTA,8554,4.18,2048.37,2948,3.0,86.7,10920,117978,80.0,120519,29.3,12859,14,6,0,0,0.0,0.0,0.0,0.1,0.06,0.15,0.0,0.0,0.0,NYISO
5427,5427,56156,Low,0.040766408,24.53,1,Luverne,MN,Zip Code Area,56156,Zip Matches ZCTA,6066,167.23,36.27,2453,2.32,81.6,56156,66367,77.9,65600,26.9,17795,32,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.11,MISO
5428,5428,91601,Medium,0.265142588,169.72,45,North Hollywood,CA,Zip Code Area,91601,Zip Matches ZCTA,37180,2.65,14030.19,16972,2.3,24.7,91601,66320,86.3,68799,12.5,9398,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.16,CAISO
5429,5429,49870,Low,0.125234815,15.97,2,Norway,MI,Zip Code Area,49870,Zip Matches ZCTA,3329,54.98,60.55,1597,2.04,85.7,49870,51829,67.7,54608,29.4,3846,8,2,0,0,0.0,0.0,0.0,0.08,0.03,0.07,0.14,0.0,0.15,MISO
5430,5430,19126,Low,0.017924359,55.79,1,Philadelphia,PA,Zip Code Area,19126,Zip Matches ZCTA,15758,1.14,13786.53,5579,2.61,67.3,19126,50798,66.5,57486,8.3,8484,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.11,0.0,0.0,0.0,PJM
5431,5431,72658,Low,0.123915737,8.07,1,Norfork,AR,Zip Code Area,72658,Zip Matches ZCTA,1685,74.57,22.6,807,2.75,69.6,72658,52351,65.9,49742,24.8,12225,1,2,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.1,0.07,0.12,MISO
5432,5432,7451,Low,0.01198466,83.44,1,Ridgewood,NJ,Post Office or large volume customer,7450,Spatial join to ZCTA,24985,5.76,4337.67,8344,3.02,82.7,7450,218832,87.2,216240,46.2,36156,10,4,0,0,0.0,0.0,0.0,0.08,0.04,0.1,0.0,0.0,0.0,PJM
5433,5433,78575,Low,0.074710497,26.77,2,Olmito,TX,Zip Code Area,78575,Zip Matches ZCTA,8056,12.32,653.79,2677,3.59,88.2,78575,78406,81.4,83521,12.0,19832,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.1,ERCOT
5434,5434,3245,Medium,0.473933649,8.44,4,Holderness,NH,Zip Code Area,3245,Zip Matches ZCTA,2027,30.36,66.77,844,2.57,83.2,3245,90566,82.6,80361,28.7,45718,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.15,New England
5435,5435,89102,Low,0.021398003,140.2,3,Las Vegas,NV,Zip Code Area,89102,Zip Matches ZCTA,35759,5.36,6670.21,14020,2.65,31.3,89102,47644,75.8,48088,9.4,25737,9,2,0,0,0.0,0.0,0.0,0.05,0.04,0.06,0.0,0.0,0.0,Northwest
5436,5436,55771,Medium,0.252844501,7.91,2,Orr,MN,Zip Code Area,55771,Zip Matches ZCTA,1680,1044.9,1.61,791,2.25,82.4,55771,47296,72.4,44991,16.1,3976,32,3,0,0,0.0,0.0,0.0,0.09,0.06,0.1,0.13,0.03,0.15,MISO
5437,5437,78745,Medium,0.281337918,255.92,72,Austin,TX,Zip Code Area,78745,Zip Matches ZCTA,55614,13.36,4162.41,25592,2.39,61.3,78745,68069,87.5,66374,18.3,12299,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.11,ERCOT
5438,5438,54475,Medium,0.304878049,6.56,2,Rudolph,WI,Zip Code Area,54475,Zip Matches ZCTA,1482,36.71,40.37,656,2.41,92.5,54475,67112,79.4,66073,30.9,6664,7,4,0,0,0.0,0.0,0.0,0.09,0.06,0.12,0.11,0.09,0.11,MISO
5439,5439,76210,Low,0.028024942,142.73,4,Denton,TX,Zip Code Area,76210,Zip Matches ZCTA,39556,16.06,2462.4,14273,2.99,81.5,76210,94641,84.9,97493,21.8,8514,19,2,1,6,2.0,2.0,2.0,0.0,0.0,0.0,0.1,0.07,0.1,ERCOT
5440,5440,1106,Medium,0.24005487,58.32,14,Longmeadow,MA,Zip Code Area,1106,Zip Matches ZCTA,16021,9.3,1722.5,5832,2.61,90.7,1106,141323,78.9,143890,39.4,27686,18,4,0,0,0.0,0.0,0.0,0.1,0.09,0.14,0.0,0.0,0.0,New England
5441,5441,14589,Low,0.067636118,29.57,2,Williamson,NY,Zip Code Area,14589,Zip Matches ZCTA,7854,43.81,179.26,2957,2.52,77.0,14589,66006,71.0,71729,18.5,7148,14,6,0,0,0.0,0.0,0.0,0.09,0.07,0.1,0.0,0.0,0.0,NYISO
5442,5442,7826,Low,0.17905103,22.34,4,Branchville,NJ,Zip Code Area,7826,Zip Matches ZCTA,6180,52.11,118.59,2234,2.62,94.0,7826,99451,77.4,96128,29.5,25798,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.12,0.12,0.12,PJM
5443,5443,53516,Low,0.110132159,9.08,1,Blanchardville,WI,Zip Code Area,53516,Zip Matches ZCTA,2152,83.22,25.86,908,2.54,92.5,53516,76821,85.6,71996,35.5,9997,7,4,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.15,0.12,0.13,MISO
5444,5444,91962,Medium,0.932090546,7.51,7,Pine Valley,CA,Zip Code Area,91962,Zip Matches ZCTA,1646,51.62,31.89,751,2.92,96.3,91962,103381,77.0,98051,31.2,17316,22,2,0,0,0.0,0.0,0.0,0.14,0.11,0.15,0.0,0.0,0.0,CAISO
5445,5445,11434,Low,0.004769172,209.68,1,Jamaica,NY,Zip Code Area,11434,Zip Matches ZCTA,59129,3.24,18260.96,20968,3.06,39.4,11434,70080,80.1,71291,9.3,10561,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
5446,5446,3855,Medium,0.206185567,9.7,2,New Durham,NH,Zip Code Area,3855,Zip Matches ZCTA,2638,41.51,63.55,970,2.75,95.7,3855,94682,82.2,90128,27.6,19318,4,4,0,0,0.0,0.0,0.0,0.12,0.2,0.13,0.13,0.1,0.15,New England
5447,5447,19136,Low,0.016310553,122.62,2,Philadelphia,PA,Zip Code Area,19136,Zip Matches ZCTA,40647,4.61,8826.71,12262,2.49,79.7,19136,55999,70.0,62245,14.6,8470,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.11,0.0,0.0,0.0,PJM
5448,5448,62626,Low,0.032808399,30.48,1,Carlinville,IL,Zip Code Area,62626,Zip Matches ZCTA,8354,171.61,48.68,3048,2.43,79.2,62626,63594,73.8,63837,26.0,14074,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.08,0.13,0.05,0.15,MISO
5449,5449,13080,Medium,0.360490267,13.87,5,Jordan,NY,Zip Code Area,13080,Zip Matches ZCTA,3631,28.06,129.42,1387,2.6,80.0,13080,76985,75.3,72245,24.2,44886,14,6,0,0,0.0,0.0,0.0,0.07,0.05,0.1,0.0,0.0,0.0,NYISO
5450,5450,20882,Medium,0.674308833,44.49,30,Gaithersburg,MD,Zip Code Area,20882,Zip Matches ZCTA,14063,38.61,364.28,4449,3.13,98.8,20882,165401,88.7,160867,42.7,13662,7,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
5451,5451,8611,Low,0.037721614,79.53,3,Trenton,NJ,Zip Code Area,8611,Zip Matches ZCTA,28038,2.77,10118.37,7953,3.07,67.5,8611,50641,74.4,57075,9.5,6864,10,4,0,0,0.0,0.0,0.0,0.08,0.04,0.1,0.0,0.0,0.0,PJM
5452,5452,7006,Low,0.010763104,92.91,1,Caldwell,NJ,Zip Code Area,7006,Zip Matches ZCTA,24812,9.25,2682.67,9291,2.65,72.2,7006,146622,78.4,153412,36.6,25425,10,4,0,0,0.0,0.0,0.0,0.08,0.05,0.09,0.0,0.0,0.0,PJM
5453,5453,76148,Low,0.061402432,81.43,5,Fort Worth,TX,Zip Code Area,76148,Zip Matches ZCTA,23331,4.67,5001.29,8143,2.96,97.9,76148,69683,87.1,68967,13.8,6250,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
5454,5454,85007,Medium,0.679728109,50.02,34,Phoenix,AZ,Zip Code Area,85007,Zip Matches ZCTA,14040,4.52,3109.63,5002,2.75,60.3,85007,52188,73.2,59969,9.2,12079,7,1,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.09,0.06,0.12,Southwest
5455,5455,75069,Low,0.029526833,135.47,4,McKinney,TX,Zip Code Area,75069,Zip Matches ZCTA,34108,32.04,1064.51,13547,2.67,61.5,75069,77907,78.2,82690,16.0,16673,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.11,ERCOT
5456,5456,63129,Low,0.004556847,219.45,1,Saint Louis,MO,Zip Code Area,63129,Zip Matches ZCTA,52718,20.89,2523.12,21945,2.48,77.0,63129,87646,79.8,87130,29.3,12542,10,3,0,0,0.0,0.0,0.0,0.08,0.07,0.11,0.0,0.0,0.0,Northwest
5457,5457,2661,Low,0.024396194,40.99,1,South Harwich,MA,Post Office or large volume customer,2645,Spatial join to ZCTA,9663,16.64,580.6,4099,2.27,91.0,2645,92962,68.5,98525,30.5,20035,18,4,0,0,0.0,0.0,0.0,0.13,0.1,0.16,0.0,0.0,0.0,New England
5458,5458,13417,Low,0.126582278,15.8,2,New York Mills,NY,Zip Code Area,13417,Zip Matches ZCTA,3305,1.3,2536.45,1580,2.11,47.8,13417,47418,61.6,57097,18.5,2734,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
5459,5459,93668,Medium,0.903614458,3.32,3,Tranquillity,CA,Zip Code Area,93668,Zip Matches ZCTA,1118,33.66,33.22,332,2.84,95.2,93668,45478,72.3,49150,2.4,21910,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5460,5460,5461,High,1.361315939,17.63,24,Hinesburg,VT,Zip Code Area,5461,Zip Matches ZCTA,4542,41.16,110.36,1763,2.61,75.9,5461,83617,78.3,88286,35.8,10262,4,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.16,0.11,0.19,New England
5461,5461,46528,Low,0.035410765,84.72,3,Goshen,IN,Zip Code Area,46528,Zip Matches ZCTA,26104,70.94,367.95,8472,3.03,84.6,46528,69563,86.7,68583,20.9,12797,8,3,0,0,0.0,0.0,0.0,0.1,0.07,0.12,0.0,0.0,0.0,MISO
5462,5462,14067,Low,0.095510984,20.94,2,Gasport,NY,Zip Code Area,14067,Zip Matches ZCTA,5040,49.5,101.82,2094,2.68,85.3,14067,65408,73.9,69441,18.7,7648,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
5463,5463,75409,Low,0.022573363,44.3,1,Anna,TX,Zip Code Area,75409,Zip Matches ZCTA,11831,80.21,147.5,4430,3.04,91.2,75409,83181,90.4,80295,12.8,13690,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.12,ERCOT
5464,5464,11222,Low,0.005862352,170.58,1,Brooklyn,NY,Zip Code Area,11222,Zip Matches ZCTA,36934,1.52,24234.91,17058,2.09,6.3,11222,89022,83.4,97912,18.1,12569,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
5465,5465,33070,Low,0.048402711,20.66,1,Tavernier,FL,Zip Code Area,33070,Zip Matches ZCTA,5344,4.37,1224.28,2066,2.56,75.3,33070,84914,70.7,81054,35.8,27741,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.1,Southeast
5466,5466,2066,Medium,0.690395827,65.18,45,Scituate,MA,Zip Code Area,2066,Zip Matches ZCTA,17656,16.93,1043.07,6518,2.73,88.6,2066,137792,79.4,143399,34.8,20763,18,4,0,0,0.0,0.0,0.0,0.11,0.1,0.15,0.15,0.14,0.15,New England
5467,5467,1050,Medium,0.864864865,9.25,8,Huntington,MA,Zip Code Area,1050,Zip Matches ZCTA,2530,38.33,66.01,925,2.53,86.4,1050,75573,78.6,75823,20.8,6787,18,4,0,0,0.0,0.0,0.0,0.11,0.09,0.14,0.0,0.0,0.0,New England
5468,5468,87109,Low,0.096453901,176.25,17,Albuquerque,NM,Zip Code Area,87109,Zip Matches ZCTA,40432,10.15,3984.23,17625,2.21,52.8,87109,62820,70.6,62604,22.3,14742,2,2,2,17,3.0,3.0,3.0,0.1,0.05,0.12,0.0,0.0,0.0,Southwest
5469,5469,92570,Medium,0.741647465,138.88,103,Perris,CA,Zip Code Area,92570,Zip Matches ZCTA,53697,97.3,551.85,13888,4.24,60.5,92570,60334,81.5,58913,9.8,11271,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
