zipcode,Category,Rate,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
2715,Low,0.01,9,Dighton,MA,Zip Code Area,2715,Zip Matches ZCTA,3123,11.45,272.68,1156,3.11,95.7,2715,110378,82.5,108091,22.8,4728,18,4,0,0,0,0,0,0.1,0.1,0.14,0.16,0.13,0.16,New England
85358,Low,0,1,Wickenburg,AZ,Post Office or large volume customer,85390,Spatial join to ZCTA,8621,590.56,14.6,4087,2.08,71.3,85390,67322,53.8,60247,33.9,41512,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
78747,Low,0.01,34,Austin,TX,Zip Code Area,78747,Zip Matches ZCTA,14808,23.78,622.79,6158,3.23,73.1,78747,82826,88.1,76583,20.3,17840,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.11,ERCOT
85050,Low,0.01,100,Phoenix,AZ,Zip Code Area,85050,Zip Matches ZCTA,25736,14.58,1765.28,11332,2.7,76.7,85050,111758,82,118582,26.8,14620,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
94572,Low,0,14,Rodeo,CA,Zip Code Area,94572,Zip Matches ZCTA,8684,4.34,2002.77,3184,3.06,75,94572,85986,76.1,90627,22.2,8535,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
95948,Low,0.01,19,Gridley,CA,Zip Code Area,95948,Zip Matches ZCTA,10810,78.02,138.55,3768,2.81,84.4,95948,57599,73.3,57407,16.5,13597,22,2,2,7,3.5,3.5,3.5,0.14,0.1,0.17,0,0,0,CAISO
8041,Medium,0.01,4,Jobstown,NJ,Zip Code Area,8041,Zip Matches ZCTA,1002,11.39,87.96,320,3.43,95.9,8041,116898,88.8,107306,18.8,17132,10,4,0,0,0,0,0,0.08,0.05,0.09,0,0,0,PJM
89120,Low,0,9,Las Vegas,NV,Zip Code Area,89120,Zip Matches ZCTA,23311,6.97,3346.4,9147,2.71,64.6,89120,67707,78.4,64906,14,36528,9,2,0,0,0,0,0,0.05,0.04,0.06,0,0,0,Northwest
95065,Medium,0.04,117,Santa Cruz,CA,Zip Code Area,95065,Zip Matches ZCTA,8113,11.19,725.02,3217,2.62,80.2,95065,120288,74.2,124575,39.2,23522,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
92589,Low,0,8,Temecula,CA,Post Office or large volume customer,92591,Spatial join to ZCTA,38272,16.47,2323.6,12746,3.17,74.2,92591,88815,82.4,88199,15,24279,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
13339,Low,0,3,Fort Plain,NY,Zip Code Area,13339,Zip Matches ZCTA,6941,108.17,64.17,2450,2.57,66.5,13339,53524,72,54587,18.7,6045,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
12529,Medium,0.01,12,Hillsdale,NY,Zip Code Area,12529,Zip Matches ZCTA,2859,66,43.32,1083,2.47,82,12529,92172,87.4,78161,24.9,21164,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
34997,Low,0,1,Stuart,FL,Zip Code Area,34997,Zip Matches ZCTA,40405,98.21,411.41,17174,2.48,67.7,34997,69611,65.4,69448,30.7,25713,5,2,0,0,0,0,0,0.08,0.06,0.1,0,0,0,Southeast
85305,Low,0,11,Glendale,AZ,Zip Code Area,85305,Zip Matches ZCTA,10822,6.34,1708.02,4351,2.7,60.6,85305,73174,92.1,70608,10,9248,7,1,0,0,0,0,0,0.11,0.08,0.13,0.09,0.06,0.12,Southwest
13030,Low,0,2,Bridgeport,NY,Zip Code Area,13030,Zip Matches ZCTA,3892,13.32,292.19,1516,2.52,82.8,13030,73359,83.6,71994,18.9,7365,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
47567,Low,0,2,Petersburg,IN,Zip Code Area,47567,Zip Matches ZCTA,6021,114.52,52.58,2296,2.49,81.3,47567,63325,73.9,62591,23,13806,8,3,0,0,0,0,0,0.11,0.07,0.13,0.11,0.08,0.12,MISO
85207,Low,0,40,Mesa,AZ,Zip Code Area,85207,Zip Matches ZCTA,44744,29.86,1498.61,17202,2.73,76.7,85207,88663,72.8,92915,23.2,23460,7,1,0,0,0,0,0,0,0,0,0.09,0.03,0.11,Southwest
2043,Low,0,2,Hingham,MA,Zip Code Area,2043,Zip Matches ZCTA,22157,22.16,1000,8556,2.64,77.7,2043,170715,72.1,194510,45.3,29557,18,4,0,0,0,0,0,0.1,0.1,0.14,0.15,0.14,0.15,New England
19401,Low,0,1,Norristown,PA,Zip Code Area,19401,Zip Matches ZCTA,41753,6.03,6921.92,15842,2.58,62.4,19401,64317,77.2,68671,14.7,7506,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
12205,Low,0,5,Albany,NY,Zip Code Area,12205,Zip Matches ZCTA,26977,15.81,1706.76,11271,2.4,71,12205,73489,74.9,73556,26.1,6439,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
3818,Low,0,2,Conway,NH,Zip Code Area,3818,Zip Matches ZCTA,3807,84.93,44.83,1513,2.3,61.7,3818,60520,74.6,61617,18.6,17980,4,4,0,0,0,0,0,0.12,0.2,0.13,0.13,0.09,0.15,New England
32176,Low,0,2,Ormond Beach,FL,Zip Code Area,32176,Zip Matches ZCTA,14339,5.25,2729.16,6850,2.15,78.5,32176,70422,55.7,69563,33.1,28172,5,2,0,0,0,0,0,0.08,0.06,0.1,0,0,0,Southeast
85373,Low,0.01,53,Sun City,AZ,Zip Code Area,85373,Zip Matches ZCTA,17356,11.39,1524.06,8966,2.1,83.5,85373,61180,42.7,65791,40.6,13148,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
14737,Low,0,1,Franklinville,NY,Zip Code Area,14737,Zip Matches ZCTA,4252,110.24,38.57,1728,2.38,67.8,14737,50599,68.9,53938,13.8,5830,14,6,0,0,0,0,0,0.08,0.05,0.1,0,0,0,NYISO
14618,Low,0,5,Rochester,NY,Zip Code Area,14618,Zip Matches ZCTA,22920,9.68,2368.01,8234,2.36,78.1,14618,126445,79.9,122871,42.6,27093,14,6,0,0,0,0,0,0.09,0.07,0.1,0,0,0,NYISO
94555,Low,0,27,Fremont,CA,Zip Code Area,94555,Zip Matches ZCTA,34143,11.61,2940.83,11106,3.3,85.8,94555,144661,90.9,143348,38.2,16609,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
85173,Low,0,4,Superior,AZ,Zip Code Area,85173,Zip Matches ZCTA,2872,37.31,76.97,1055,2.79,87.9,85173,48880,68.2,50431,13.1,2620,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
2764,Low,0,1,North Dighton,MA,Zip Code Area,2764,Zip Matches ZCTA,3988,10.59,376.44,1390,2.62,82.3,2764,92698,80.1,101271,23.1,3224,18,4,0,0,0,0,0,0.1,0.1,0.14,0.16,0.13,0.16,New England
93436,Low,0,51,Lompoc,CA,Zip Code Area,93436,Zip Matches ZCTA,54017,219.04,246.61,17885,2.94,68.7,93436,71104,77.2,67858,16.8,22968,22,2,0,0,0,0,0,0.12,0.08,0.15,0.19,0.15,0.15,CAISO
8836,Low,0.01,10,Martinsville,NJ,Zip Code Area,8836,Zip Matches ZCTA,3845,4.72,815.48,1336,2.86,95,8836,204949,90.4,202018,42.5,20522,10,4,0,0,0,0,0,0.08,0.05,0.09,0,0,0,PJM
80227,Low,0,14,Denver,CO,Zip Code Area,80227,Zip Matches ZCTA,33667,7.4,4552.06,14949,2.34,56.3,80227,76620,82.4,74952,20.6,13924,10,0,0,0,0,0,0,0.09,0.07,0.11,0,0,0,Southwest
5733,Low,0,6,Brandon,VT,Zip Code Area,5733,Zip Matches ZCTA,5895,114.26,51.59,2484,2.34,78.1,5733,66999,75.7,67022,26.2,10347,4,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,New England
13803,Low,0,1,Marathon,NY,Zip Code Area,13803,Zip Matches ZCTA,3975,89.7,44.31,1487,2.89,69.1,13803,70416,79.7,73236,20.4,5083,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
12143,Low,0,4,Ravena,NY,Zip Code Area,12143,Zip Matches ZCTA,5137,19.36,265.34,2040,2.34,65.2,12143,60235,70.4,62996,15.7,5006,14,6,0,0,0,0,0,0.08,0.04,0.11,0,0,0,NYISO
13691,Low,0,1,Theresa,NY,Zip Code Area,13691,Zip Matches ZCTA,3176,72.22,43.98,1130,2.61,70.7,13691,88457,80.4,88486,21.2,12200,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
7039,Low,0,7,Livingston,NJ,Zip Code Area,7039,Zip Matches ZCTA,29358,13.81,2126.31,9755,3.01,93.2,7039,193396,83.6,191893,48.5,33035,10,4,0,0,0,0,0,0.08,0.05,0.09,0,0,0,PJM
75056,Low,0,3,The Colony,TX,Zip Code Area,75056,Zip Matches ZCTA,47852,25.25,1895.43,19961,2.77,75.5,75056,110767,92.6,107131,18.4,31682,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.1,ERCOT
54962,Low,0,1,Ogdensburg,WI,Zip Code Area,54962,Zip Matches ZCTA,1110,47.38,23.43,501,2.37,90.6,54962,60623,81,59968,21.6,8092,7,4,0,0,0,0,0,0.11,0.07,0.14,0.13,0.12,0.17,MISO
3280,Low,0.01,3,Washington,NH,Zip Code Area,3280,Zip Matches ZCTA,1123,45.46,24.7,455,2.26,98.2,3280,88528,74.7,94132,15.6,13725,4,4,0,0,0,0,0,0.12,0.2,0.13,0.13,0.09,0.15,New England
3261,Low,0,1,Northwood,NH,Zip Code Area,3261,Zip Matches ZCTA,4246,27.99,151.68,1629,2.64,81,3261,91188,86.4,86077,25,13618,4,4,0,0,0,0,0,0.12,0.2,0.13,0.13,0.09,0.15,New England
96013,Low,0,6,Burney,CA,Zip Code Area,96013,Zip Matches ZCTA,4212,229.76,18.33,1808,2.41,76.5,96013,48084,66.2,45734,8.7,4275,22,2,0,0,0,0,0,0.15,0.11,0.16,0,0,0,CAISO
12173,Low,0.01,4,Stuyvesant,NY,Zip Code Area,12173,Zip Matches ZCTA,1753,17.2,101.95,709,2.55,90.3,12173,75180,81.1,76673,27.6,3760,14,6,0,0,0,0,0,0.08,0.04,0.11,0,0,0,NYISO
95209,Low,0.01,70,Stockton,CA,Zip Code Area,95209,Zip Matches ZCTA,39488,8.38,4711.61,12987,3.27,91.2,95209,84136,78.8,84556,16.8,15683,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
63376,Low,0,6,Saint Peters,MO,Zip Code Area,63376,Zip Matches ZCTA,70828,41.54,1705.18,27942,2.63,85.9,63376,87467,83.7,87241,22.6,14016,10,3,0,0,0,0,0,0.08,0.07,0.11,0.1,0.07,0.09,Northwest
97045,Low,0,18,Oregon City,OR,Zip Code Area,97045,Zip Matches ZCTA,51359,86.35,594.81,19679,2.72,79.1,97045,82779,80,81510,24,16880,22,6,0,0,0,0,0,0.06,0.04,0.06,0,0,0,Northwest
21032,Low,0,5,Crownsville,MD,Zip Code Area,21032,Zip Matches ZCTA,8848,17.64,501.56,3219,2.79,95,21032,184482,86.6,176373,37.3,36249,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
78259,Low,0,12,San Antonio,TX,Zip Code Area,78259,Zip Matches ZCTA,22660,13.77,1645.49,8568,2.97,81.5,78259,107597,90.5,100277,23.3,11264,19,2,0,0,0,0,0,0,0,0,0.09,0.08,0.11,ERCOT
95820,Low,0,12,Sacramento,CA,Zip Code Area,95820,Zip Matches ZCTA,34480,5.19,6638.43,12492,2.85,91.5,95820,54729,74.6,57722,12.7,6787,22,2,0,0,0,0,0,0,0,0,0.13,0.1,0.14,CAISO
16841,Low,0,1,Howard,PA,Zip Code Area,16841,Zip Matches ZCTA,5934,131.65,45.08,2166,2.7,78.1,16841,63201,75,63758,16.3,12962,7,3,0,0,0,0,0,0.06,0.04,0.09,0,0,0,PJM
17554,Low,0,1,Mountville,PA,Zip Code Area,17554,Zip Matches ZCTA,7525,3.13,2401.85,3300,2.44,64,17554,61261,85.6,60466,19.2,4700,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
3590,Low,0,1,North Stratford,NH,Zip Code Area,3590,Zip Matches ZCTA,1052,105.3,9.99,396,2.11,63.6,3590,50966,58.8,58492,14.9,7197,4,4,0,0,0,0,0,0.12,0.2,0.13,0.13,0.09,0.15,New England
5773,Low,0.01,5,Wallingford,VT,Zip Code Area,5773,Zip Matches ZCTA,2136,70.62,30.25,955,2.34,83.4,5773,68111,74.7,62602,28.7,32384,4,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,New England
55127,Low,0,2,Saint Paul,MN,Zip Code Area,55127,Zip Matches ZCTA,16782,13.5,1242.74,7645,2.34,84.5,55127,124051,76.8,121548,35.4,37041,32,3,0,0,0,0,0,0.1,0.08,0.13,0,0,0,MISO
95006,Medium,0.01,52,Boulder Creek,CA,Zip Code Area,95006,Zip Matches ZCTA,8979,53.5,167.85,3876,2.23,95.5,95006,94570,80.9,95144,23.5,22006,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
15480,Low,0,1,Smock,PA,Zip Code Area,15480,Zip Matches ZCTA,1946,18.09,107.56,744,2.23,82.7,15480,54599,60.2,59888,24.9,8390,7,3,0,0,0,0,0,0.06,0.04,0.08,0,0,0,PJM
75421,Low,0,1,Brookston,TX,Zip Code Area,75421,Zip Matches ZCTA,1003,54.66,18.35,285,3.37,91.2,75421,58051,76.8,59791,7.4,7467,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
93108,Medium,0.05,192,Santa Barbara,CA,Zip Code Area,93108,Zip Matches ZCTA,11112,21.2,524.13,4224,2.42,90.2,93108,240078,69.3,187947,66.5,132307,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
75407,Low,0,2,Princeton,TX,Zip Code Area,75407,Zip Matches ZCTA,14120,49.53,285.07,5446,2.87,73.2,75407,67920,82,70713,10.5,11178,19,2,0,0,0,0,0,0,0,0,0.15,0,0.12,ERCOT
91789,Medium,0.01,136,Walnut,CA,Zip Code Area,91789,Zip Matches ZCTA,43079,15.63,2755.65,13126,3.31,91.8,91789,112462,82.7,110950,29.2,18249,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
3841,Low,0,3,Hampstead,NH,Zip Code Area,3841,Zip Matches ZCTA,6334,10.8,586.32,2510,2.55,79.1,3841,107853,82,109097,25.9,16459,4,4,0,0,0,0,0,0.12,0.14,0.12,0.13,0.09,0.15,New England
20903,Low,0,1,Silver Spring,MD,Zip Code Area,20903,Zip Matches ZCTA,23625,3.6,6558.86,7178,3.48,38.6,20903,76995,90.8,74756,11.5,11364,7,4,0,0,0,0,0,0.08,0.05,0.1,0,0,0,PJM
2717,Low,0,1,East Freetown,MA,Zip Code Area,2717,Zip Matches ZCTA,4745,17.68,268.38,1551,2.86,96.6,2717,96480,83.8,99618,20.5,4206,18,4,0,0,0,0,0,0.11,0.1,0.15,0,0,0,New England
90221,Low,0,9,Compton,CA,Zip Code Area,90221,Zip Matches ZCTA,53704,5.33,10072.02,12066,4.45,76,90221,54056,84.5,53128,6.2,10216,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
8048,Low,0,12,Lumberton,NJ,Zip Code Area,8048,Zip Matches ZCTA,12495,13.19,947.67,4585,2.7,80.3,8048,110564,80.9,115241,23.9,13918,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
89403,Low,0,1,Dayton,NV,Zip Code Area,89403,Zip Matches ZCTA,14158,201.52,70.26,5512,2.7,80.7,89403,65028,77.5,58861,17,16856,9,2,0,0,0,0,0,0.04,0.03,0.05,0,0,0,Northwest
12134,Low,0,5,Northville,NY,Zip Code Area,12134,Zip Matches ZCTA,3516,193.17,18.2,1461,2.53,77.8,12134,62152,72.8,56569,25.8,11856,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
17846,Low,0,3,Millville,PA,Zip Code Area,17846,Zip Matches ZCTA,3738,46.44,80.48,1514,2.45,84.7,17846,66887,70.9,69878,23.1,15187,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
20603,Low,0,4,Waldorf,MD,Zip Code Area,20603,Zip Matches ZCTA,28967,17.08,1695.86,10741,2.91,86.8,20603,118339,91.3,113170,15.8,13886,7,4,0,0,0,0,0,0,0,0,0.07,0,0.09,PJM
78596,Low,0,4,Weslaco,TX,Zip Code Area,78596,Zip Matches ZCTA,63844,59.36,1075.61,18970,3.42,70.7,78596,48954,73.9,52375,7.6,17556,19,2,0,0,0,0,0,0,0,0,0.09,0.07,0.09,ERCOT
20662,Low,0,4,Nanjemoy,MD,Zip Code Area,20662,Zip Matches ZCTA,2934,57.11,51.38,1061,2.95,92.2,20662,82669,68.5,90195,15.7,8489,7,4,0,0,0,0,0,0,0,0,0.07,0,0.09,PJM
84098,Low,0,1,Park City,UT,Zip Code Area,84098,Zip Matches ZCTA,17282,82.07,210.57,6864,2.69,83.8,84098,152235,92.2,144607,34.3,28593,3,3,0,0,0,0,0,0.09,0.06,0.12,0,0,0,Northwest
75103,Low,0,2,Canton,TX,Zip Code Area,75103,Zip Matches ZCTA,12851,199.45,64.43,5022,2.6,77.3,75103,63775,72.2,68058,20.1,6226,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
12545,Low,0,3,Millbrook,NY,Zip Code Area,12545,Zip Matches ZCTA,4763,54.2,87.88,1987,2.2,63.7,12545,100807,72.3,97926,38.9,29551,14,6,0,0,0,0,0,0.08,0.05,0.11,0,0,0,NYISO
78613,Low,0,1,Cedar Park,TX,Zip Code Area,78613,Zip Matches ZCTA,65099,28.13,2314.55,24414,3.08,81.3,78613,106835,89.9,105476,22.1,16531,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.1,ERCOT
90003,Low,0,19,Los Angeles,CA,Zip Code Area,90003,Zip Matches ZCTA,66266,3.55,18661.22,16496,4.24,72.7,90003,40885,80.5,42691,4.5,10061,22,2,0,0,0,0,0,0,0,0,0.15,0.13,0.15,CAISO
70065,Low,0,4,Kenner,LA,Zip Code Area,70065,Zip Matches ZCTA,51116,8.03,6364.84,19488,2.65,67.7,70065,75438,81.3,75082,18.5,19858,0,1,0,0,0,0,0,0.08,0.05,0.09,0,0,0,MISO
33655,Low,0,1,Tampa,FL,Post Office or large volume customer,33602,Spatial join to ZCTA,11515,2.55,4517.46,7499,1.82,27.1,33602,104567,80.4,118636,17.3,15094,5,2,0,0,0,0,0,0.1,0.08,0.11,0,0,0,Southeast
12918,Low,0,1,Cadyville,NY,Zip Code Area,12918,Zip Matches ZCTA,2381,39.29,60.6,913,2.47,91.3,12918,69153,72.3,68874,23.8,13717,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
60133,Low,0,1,Hanover Park,IL,Zip Code Area,60133,Zip Matches ZCTA,38103,8.12,4694.22,11290,3.41,82.6,60133,78471,90.7,75794,12.5,14676,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,MISO
15931,Low,0,3,Ebensburg,PA,Zip Code Area,15931,Zip Matches ZCTA,9148,77.55,117.97,3637,2.19,72,15931,74311,72.6,75944,26.6,12783,7,3,0,0,0,0,0,0.07,0.05,0.11,0.1,0.09,0.12,PJM
95829,Medium,0.02,145,Sacramento,CA,Zip Code Area,95829,Zip Matches ZCTA,24755,20.78,1191.12,7788,3.39,93.2,95829,93022,84.8,91407,18,14931,22,2,0,0,0,0,0,0,0,0,0.13,0.1,0.14,CAISO
60098,Low,0,1,Woodstock,IL,Zip Code Area,60098,Zip Matches ZCTA,32228,105.29,306.09,11987,2.64,76.2,60098,82588,81,84978,19.5,15163,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,MISO
10532,Low,0,2,Hawthorne,NY,Zip Code Area,10532,Zip Matches ZCTA,4931,1.87,2641.14,1662,2.94,86.6,10532,120287,76.7,131781,36.8,10412,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
37882,Low,0,1,Townsend,TN,Zip Code Area,37882,Zip Matches ZCTA,2724,159.82,17.04,1247,2.28,78.3,37882,54175,63.8,50555,30.3,7557,2,2,0,0,0,0,0,0,0,0,0.09,0.08,0.07,Southeast
12590,Low,0,24,Wappingers Falls,NY,Zip Code Area,12590,Zip Matches ZCTA,35102,34.46,1018.57,12843,2.65,70.4,12590,98251,81.1,94560,27.6,20022,14,6,0,0,0,0,0,0.08,0.06,0.13,0,0,0,NYISO
75217,Low,0,1,Dallas,TX,Zip Code Area,75217,Zip Matches ZCTA,80324,27.32,2939.69,22825,3.62,82.1,75217,42032,79.7,43645,2.7,22869,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
7424,Low,0,4,Little Falls,NJ,Zip Code Area,7424,Zip Matches ZCTA,26222,5.7,4601.16,9598,2.68,56.2,7424,97985,80.9,97648,26.9,13894,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
44286,Low,0,1,Richfield,OH,Zip Code Area,44286,Zip Matches ZCTA,6109,23.93,255.24,2344,2.53,97.5,44286,146170,81.5,148573,36.7,26405,8,2,0,0,0,0,0,0.08,0.04,0.09,0,0,0,PJM
75401,Low,0,1,Greenville,TX,Zip Code Area,75401,Zip Matches ZCTA,18552,103.97,178.44,6404,2.8,65.6,75401,44566,76.8,45732,12.1,6836,19,2,0,0,0,0,0,0,0,0,0.08,0,0.11,ERCOT
10528,Low,0,2,Harrison,NY,Zip Code Area,10528,Zip Matches ZCTA,12280,3.83,3208.78,4589,2.84,54.6,10528,169508,82,168095,39.3,50974,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
92649,Low,0.01,125,Huntington Beach,CA,Zip Code Area,92649,Zip Matches ZCTA,32463,7.64,4250.2,14032,2.38,59.3,92649,119043,80.1,114403,32.5,30625,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
85028,Medium,0.02,188,Phoenix,AZ,Zip Code Area,85028,Zip Matches ZCTA,19157,10.02,1911.3,8132,2.4,89,85028,107296,79.6,109072,33.5,18649,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
12926,Low,0,2,Constable,NY,Zip Code Area,12926,Zip Matches ZCTA,2208,48.48,45.54,862,2.34,63.9,12926,62368,69.4,68488,15.4,8576,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
20016,Low,0.01,115,Washington,DC,Zip Code Area,20016,Zip Matches ZCTA,32519,4.44,7324.1,14069,2.24,49.5,20016,207028,81.3,203699,45.8,48775,2,2,0,0,0,0,0,0.08,0.01,0.08,0,0,0,#N/A
12033,Low,0,11,Castleton on Hudson,NY,Zip Code Area,12033,Zip Matches ZCTA,7851,26.98,290.96,3058,2.53,79.8,12033,99004,74.7,98765,32,11688,14,6,0,0,0,0,0,0.08,0.04,0.11,0,0,0,NYISO
78341,Low,0,1,Benavides,TX,Post Office or large volume customer,78341,Zip Matches ZCTA,1760,245.12,7.18,904,2.59,86.2,78341,52971,66.6,60774,14.4,3692,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
97123,Low,0,16,Hillsboro,OR,Zip Code Area,97123,Zip Matches ZCTA,44537,53.69,829.54,15381,3.02,78,97123,80043,83.8,79274,22.5,16400,22,6,0,0,0,0,0,0.06,0.04,0.06,0,0,0,Northwest
96825,Low,0,3,Honolulu,HI,Zip Code Area,96825,Zip Matches ZCTA,30263,11.21,2698.92,10517,2.77,74.9,96825,133562,77.7,131955,45.7,21334,1,2,0,0,0,0,0,0.23,0.19,0.26,0,0,0,Hawaii
8096,Low,0,20,Woodbury,NJ,Zip Code Area,8096,Zip Matches ZCTA,36116,15.13,2387.52,13755,2.54,77.4,8096,81974,76.6,85362,20.6,11228,10,4,0,0,0,0,0,0.09,0.05,0.11,0,0,0,PJM
13440,Low,0,5,Rome,NY,Zip Code Area,13440,Zip Matches ZCTA,42986,112.88,380.81,16878,2.37,64.4,13440,63161,67.5,66765,21.2,9328,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
1450,Low,0,5,Groton,MA,Zip Code Area,1450,Zip Matches ZCTA,10646,32.76,325.01,4042,2.73,87.5,1450,138339,86.1,136815,42.2,20864,18,4,0,0,0,0,0,0.12,0.09,0.15,0.12,0.11,0.11,New England
94706,Medium,0.01,118,Albany,CA,Zip Code Area,94706,Zip Matches ZCTA,19615,1.48,13280.3,7958,2.6,56.4,94706,113668,85.3,110101,37,23051,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
87001,Low,0,1,Algodones,NM,Zip Code Area,87001,Zip Matches ZCTA,3684,120.12,30.67,848,4.83,76.5,87001,62537,78.9,60217,9.7,10635,2,2,0,0,0,0,0,0.1,0.05,0.12,0.13,0.09,0.14,Southwest
54904,Low,0,2,Oshkosh,WI,Zip Code Area,54904,Zip Matches ZCTA,20623,74.67,276.17,8740,2.41,77.6,54904,85107,77.1,88649,33.1,9995,7,4,0,0,0,0,0,0.1,0.07,0.13,0,0,0,MISO
34683,Low,0,4,Palm Harbor,FL,Zip Code Area,34683,Zip Matches ZCTA,31268,10.54,2967.73,13074,2.47,75.6,34683,86516,76.7,90972,25.6,13372,5,2,0,0,0,0,0,0.09,0.08,0.12,0,0,0,Southeast
14616,Low,0,1,Rochester,NY,Zip Code Area,14616,Zip Matches ZCTA,28534,5.94,4802.09,12303,2.3,77.7,14616,58245,73.6,59018,24.4,9525,14,6,0,0,0,0,0,0.09,0.07,0.1,0,0,0,NYISO
21226,Low,0,2,Curtis Bay,MD,Zip Code Area,21226,Zip Matches ZCTA,7561,9.93,761.43,2702,2.87,85.3,21226,81182,87.5,82547,12.4,15929,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
62938,Low,0,1,Golconda,IL,Zip Code Area,62938,Zip Matches ZCTA,3033,168.21,18.03,1038,2.62,74,62938,52705,47.9,54288,21.4,7725,7,3,0,0,0,0,0,0.06,0.03,0.08,0.13,0.09,0.14,MISO
11378,Low,0,3,Maspeth,NY,Zip Code Area,11378,Zip Matches ZCTA,34981,2.56,13648.46,12506,2.64,30.4,11378,79080,79,83985,18.3,20109,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
44840,Low,0,4,Jeromesville,OH,Zip Code Area,44840,Zip Matches ZCTA,2900,46.37,62.54,1084,2.59,90,44840,65283,87.1,61329,21.8,5069,8,2,0,0,0,0,0,0.08,0.05,0.1,0.11,0.04,0.13,PJM
75142,Low,0,1,Kaufman,TX,Zip Code Area,75142,Zip Matches ZCTA,18982,173.43,109.45,6019,3.04,68.9,75142,65236,81.8,65342,14.9,12084,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
63390,Low,0,1,Wright City,MO,Zip Code Area,63390,Zip Matches ZCTA,9760,77.01,126.74,3963,2.72,75.4,63390,73934,76,77206,16.4,14150,10,3,0,0,0,0,0,0.08,0.07,0.11,0.1,0.07,0.09,Northwest
94540,Low,0,3,Hayward,CA,Post Office or large volume customer,94544,Spatial join to ZCTA,73026,10.96,6664.78,22570,3.43,55.2,94544,78514,84.7,79793,14.6,10353,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
